Timestamp,S1_posX,S1_posY,S1_posZ,S1_oriW,S1_oriX,S1_oriY,S1_oriZ,S2_posX,S2_posY,S2_posZ,S2_oriW,S2_oriX,S2_oriY,S2_oriZ,Rel_posX,Rel_posY,Rel_posZ,Rel_oriW,Rel_oriX,Rel_oriY,Rel_oriZ
1739223627.372297,0.000000,0.000000,0.000000
1739223627.372820,0.000000,0.000000,0.000000
1739223627.373228,0.000000,0.000000,0.000000
1739223627.373942,0.000000,0.000000,0.000000
1739223627.374353,0.000000,0.000000,0.000000
1739223627.374750,0.000000,0.000000,0.000000
1739223627.375147,0.000000,0.000000,0.000000
1739223627.375544,0.000000,0.000000,0.000000
1739223627.375940,0.000000,0.000000,0.000000
1739223627.376336,0.000000,0.000000,0.000000
1739223627.376733,0.000000,0.000000,0.000000
1739223627.377129,0.000000,0.000000,0.000000
1739223627.377523,0.000000,0.000000,0.000000
1739223627.377927,0.000000,0.000000,0.000000
1739223627.378325,0.000000,0.000000,0.000000
1739223627.378722,0.000000,0.000000,0.000000
1739223627.379117,0.000000,0.000000,0.000000
1739223627.379511,0.000000,0.000000,0.000000
1739223627.379909,0.000000,0.000000,0.000000
1739223627.380304,0.000000,0.000000,0.000000
1739223627.380702,0.000000,0.000000,0.000000
1739223627.381099,0.000000,0.000000,0.000000
1739223627.381497,0.000000,0.000000,0.000000
1739223627.381892,0.000000,0.000000,0.000000
1739223627.382286,0.000000,0.000000,0.000000
1739223627.382686,0.000000,0.000000,0.000000
1739223627.383097,0.000000,0.000000,0.000000
1739223627.383496,0.000000,0.000000,0.000000
1739223627.383894,0.000000,0.000000,0.000000
1739223627.384292,0.000000,0.000000,0.000000
1739223627.384690,0.000000,0.000000,0.000000
1739223627.385089,0.000000,0.000000,0.000000
1739223627.385486,0.000000,0.000000,0.000000
1739223627.385894,0.000000,0.000000,0.000000
1739223627.386294,0.000000,0.000000,0.000000
1739223627.386692,0.000000,0.000000,0.000000
1739223627.387087,0.000000,0.000000,0.000000
1739223627.387484,0.000000,0.000000,0.000000
1739223627.387879,0.000000,0.000000,0.000000
1739223627.388276,0.000000,0.000000,0.000000
1739223627.388676,0.000000,0.000000,0.000000
1739223627.389072,0.000000,0.000000,0.000000
1739223627.389466,0.000000,0.000000,0.000000
1739223627.389863,0.000000,0.000000,0.000000
1739223627.390260,0.000000,0.000000,0.000000
1739223627.390659,0.000000,0.000000,0.000000
1739223627.391056,0.000000,0.000000,0.000000
1739223627.391454,0.000000,0.000000,0.000000
1739223627.391850,0.000000,0.000000,0.000000
1739223627.392244,0.000000,0.000000,0.000000
1739223627.392639,0.000000,0.000000,0.000000
1739223627.393038,0.000000,0.000000,0.000000
1739223627.393433,0.000000,0.000000,0.000000
1739223627.393831,0.000000,0.000000,0.000000
1739223627.394228,0.000000,0.000000,0.000000
1739223627.394622,0.000000,0.000000,0.000000
1739223627.395019,0.000000,0.000000,0.000000
1739223627.395418,0.000000,0.000000,0.000000
1739223627.395814,0.000000,0.000000,0.000000
1739223627.396214,0.000000,0.000000,0.000000
1739223627.396611,0.000000,0.000000,0.000000
1739223627.397008,0.000000,0.000000,0.000000
1739223627.397406,0.000000,0.000000,0.000000
1739223627.397801,0.000000,0.000000,0.000000
1739223627.398199,0.000000,0.000000,0.000000
1739223627.398594,0.000000,0.000000,0.000000
1739223627.398996,0.000000,0.000000,0.000000
1739223627.399399,0.000000,0.000000,0.000000
1739223627.399806,0.000000,0.000000,0.000000
1739223627.400204,0.000000,0.000000,0.000000
1739223627.400601,0.000000,0.000000,0.000000
1739223627.401002,0.000000,0.000000,0.000000
1739223627.401397,0.000000,0.000000,0.000000
1739223627.401796,0.000000,0.000000,0.000000
1739223627.402191,0.000000,0.000000,0.000000
1739223627.402588,0.000000,0.000000,0.000000
1739223627.402984,0.000000,0.000000,0.000000
1739223627.403380,0.000000,0.000000,0.000000
1739223627.403777,0.000000,0.000000,0.000000
1739223627.404176,0.000000,0.000000,0.000000
1739223627.404574,0.000000,0.000000,0.000000
1739223627.404975,0.000000,0.000000,0.000000
1739223627.405372,0.000000,0.000000,0.000000
1739223627.405772,0.000000,0.000000,0.000000
1739223627.406170,0.000000,0.000000,0.000000
1739223627.406563,0.000000,0.000000,0.000000
1739223627.406988,0.000000,0.000000,0.000000
1739223627.407389,0.000000,0.000000,0.000000
1739223627.407794,0.000000,0.000000,0.000000
1739223627.408190,0.000000,0.000000,0.000000
1739223627.408590,0.000000,0.000000,0.000000
1739223627.408989,0.000000,0.000000,0.000000
1739223627.409389,0.000000,0.000000,0.000000
1739223627.409785,0.000000,0.000000,0.000000
1739223627.410184,0.000000,0.000000,0.000000
1739223627.410582,0.000000,0.000000,0.000000
1739223627.410980,0.000000,0.000000,0.000000
1739223627.411377,0.000000,0.000000,0.000000
1739223627.411774,0.000000,0.000000,0.000000
1739223627.412172,0.000000,0.000000,0.000000
1739223627.412585,0.000000,0.000000,0.000000
1739223627.412987,0.000000,0.000000,0.000000
1739223627.413388,0.000000,0.000000,0.000000
1739223627.413786,0.000000,0.000000,0.000000
1739223627.414184,0.000000,0.000000,0.000000
1739223627.414581,0.000000,0.000000,0.000000
1739223627.414978,0.000000,0.000000,0.000000
1739223627.415375,0.000000,0.000000,0.000000
1739223627.415774,0.000000,0.000000,0.000000
1739223627.416180,0.000000,0.000000,0.000000
1739223627.416578,0.000000,0.000000,0.000000
1739223627.416975,0.000000,0.000000,0.000000
1739223627.417374,0.000000,0.000000,0.000000
1739223627.417773,0.000000,0.000000,0.000000
1739223627.418172,0.000000,0.000000,0.000000
1739223627.418571,0.000000,0.000000,0.000000
1739223627.418968,0.000000,0.000000,0.000000
1739223627.419364,0.000000,0.000000,0.000000
1739223627.419762,0.000000,0.000000,0.000000
1739223627.420159,0.000000,0.000000,0.000000
1739223627.420556,0.000000,0.000000,0.000000
1739223627.420954,0.000000,0.000000,0.000000
1739223627.421353,0.000000,0.000000,0.000000
1739223627.421751,0.000000,0.000000,0.000000
1739223627.422148,0.000000,0.000000,0.000000
1739223627.422542,0.000000,0.000000,0.000000
1739223627.422944,0.000000,0.000000,0.000000
1739223627.423340,0.000000,0.000000,0.000000
1739223627.423740,0.000000,0.000000,0.000000
1739223627.424135,0.000000,0.000000,0.000000
1739223627.424531,0.000000,0.000000,0.000000
1739223627.424927,0.000000,0.000000,0.000000
1739223627.425321,0.000000,0.000000,0.000000
1739223627.425731,0.000000,0.000000,0.000000
1739223627.426128,0.000000,0.000000,0.000000
1739223627.426523,0.000000,0.000000,0.000000
1739223627.426922,0.000000,0.000000,0.000000
1739223627.427318,0.000000,0.000000,0.000000
1739223627.427716,0.000000,0.000000,0.000000
1739223627.428113,0.000000,0.000000,0.000000
1739223627.428512,0.000000,0.000000,0.000000
1739223627.428910,0.000000,0.000000,0.000000
1739223627.429306,0.000000,0.000000,0.000000
1739223627.429704,0.000000,0.000000,0.000000
1739223627.430101,0.000000,0.000000,0.000000
1739223627.430498,0.000000,0.000000,0.000000
1739223627.430894,0.000000,0.000000,0.000000
1739223627.431289,0.000000,0.000000,0.000000
1739223627.431686,0.000000,0.000000,0.000000
1739223627.432083,0.000000,0.000000,0.000000
1739223627.432479,0.000000,0.000000,0.000000
1739223627.432883,0.000000,0.000000,0.000000
1739223627.433280,0.000000,0.000000,0.000000
1739223627.433679,0.000000,0.000000,0.000000
1739223627.434076,0.000000,0.000000,0.000000
1739223627.434472,0.000000,0.000000,0.000000
1739223627.434870,0.000000,0.000000,0.000000
